RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThree AmericanName,MMR Current AvgPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
65071,0,12/3/2009,MANHEIM,2008,1,SATURN,VUE 2WD 4C,XE,4D CUV 2.2L XE,BLACK,AUTO,1,Alloy,81594,AMERICAN,MEDIUM SUV,GM,11778,NULL,NULL,17212,77061,TX,8195,0,1763
65083,0,12/10/2009,MANHEIM,2006,3,HYUNDAI,SONATA V6,GLS,4D SEDAN GLS,BLUE,AUTO,1,Alloy,73906,OTHER ASIAN,MEDIUM,OTHER,6262,NULL,NULL,25100,77061,TX,6180,0,803
65088,0,12/10/2009,MANHEIM,2002,7,FORD,MUSTANG V8,GT,2D COUPE GT,BLACK,AUTO,1,Alloy,85242,AMERICAN,SPORTS,FORD,5729,NULL,NULL,25100,77061,TX,6980,0,1803
65107,0,12/17/2009,MANHEIM,2006,3,FORD,ESCAPE 2WD V6,XLT,4D CUV 3.0L XLT,SILVER,AUTO,1,Alloy,75800,AMERICAN,SMALL SUV,FORD,9044,NULL,NULL,22808,77061,TX,7495,0,920
65131,0,1/14/2010,MANHEIM,2006,4,HYUNDAI,ELANTRA,GLS,4D SEDAN,BLUE,AUTO,2,Covers,72385,OTHER ASIAN,MEDIUM,OTHER,5083,NULL,NULL,25100,77061,TX,5095,0,569
65134,0,1/14/2010,MANHEIM,2006,4,PONTIAC,TORRENT FWD V6,,4D WAGON,WHITE,AUTO,1,Alloy,78001,AMERICAN,MEDIUM SUV,GM,10257,NULL,NULL,25100,77061,TX,8695,0,1389
65135,0,1/14/2010,MANHEIM,2006,4,FORD,FREESTYLE 2WD V6,SEL,4D CUV 3.0L SEL,GREY,AUTO,1,Alloy,89679,AMERICAN,CROSSOVER,FORD,10160,NULL,NULL,25100,77061,TX,8395,0,1633
65146,0,1/21/2010,MANHEIM,2005,5,FORD,FOCUS,ZX5,4D HATCHBACK ZX5 S,SILVER,AUTO,1,Alloy,97676,AMERICAN,COMPACT,FORD,5416,NULL,NULL,8655,77061,TX,3660,0,1341
65166,0,1/26/2010,MANHEIM,2007,3,DODGE,CHARGER V6,Bas,4D SEDAN 2.7L SE,BLACK,AUTO,2,Covers,87972,AMERICAN,SPECIALTY,CHRYSLER,9902,NULL,NULL,18822,77061,TX,9475,0,1503
65176,0,1/28/2010,MANHEIM,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,66384,AMERICAN,COMPACT,GM,4836,NULL,NULL,18822,77061,TX,4395,0,728
65200,0,5/27/2010,MANHEIM,2006,4,FORD,ESCAPE 2WD 4C,XLS,4D CUV 2.3L XLS,BEIGE,AUTO,1,Alloy,72414,AMERICAN,SMALL SUV,FORD,6275,NULL,NULL,25100,77061,TX,8330,0,920
65204,0,5/27/2010,MANHEIM,2005,5,JEEP,LIBERTY 2WD V6,Spo,4D SUV,BEIGE,AUTO,1,Alloy,82179,AMERICAN,SMALL SUV,CHRYSLER,5593,NULL,NULL,18822,77061,TX,7015,0,723
65206,0,5/27/2010,MANHEIM,2008,2,DODGE,AVENGER V6,SE,4D SEDAN,BLACK,AUTO,1,Alloy,71309,AMERICAN,MEDIUM,CHRYSLER,7326,NULL,NULL,18822,77061,TX,8030,0,1272
65217,1,6/1/2010,MANHEIM,2008,2,FORD,FUSION 4C,SE,4D SEDAN SE,BEIGE,AUTO,1,Alloy,88856,AMERICAN,MEDIUM,FORD,11583,NULL,NULL,8655,77061,TX,7960,0,853
65237,0,6/8/2010,MANHEIM,2006,4,CHEVROLET,COBALT,LS,2D COUPE,GREEN,MANUAL,3,Special,75487,AMERICAN,COMPACT,GM,4132,NULL,NULL,18822,77061,TX,5000,0,803
65238,0,6/8/2010,MANHEIM,2006,4,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,WHITE,AUTO,2,Covers,69686,AMERICAN,MEDIUM SUV,GM,8560,NULL,NULL,25100,77061,TX,8255,0,1215
65273,0,6/15/2010,MANHEIM,2006,4,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L,GREY,AUTO,1,Alloy,82950,AMERICAN,MEDIUM SUV,GM,8358,NULL,NULL,8655,77061,TX,7230,0,1243
65274,0,6/15/2010,MANHEIM,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,WHITE,AUTO,2,Covers,79119,AMERICAN,LARGE,GM,8047,NULL,NULL,8655,77061,TX,7860,0,1974
65280,0,6/17/2010,MANHEIM,2008,2,MITSUBISHI,LANCER,DE,4D SEDAN DE,GREY,AUTO,2,Covers,72835,OTHER ASIAN,COMPACT,OTHER,7782,NULL,NULL,8655,77061,TX,8130,0,569
65286,0,6/17/2010,MANHEIM,2007,3,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 4.7L FFV BIG HORN,BROWN,AUTO,1,Alloy,73535,AMERICAN,LARGE TRUCK,CHRYSLER,11717,NULL,NULL,8655,77061,TX,11420,0,920
65289,0,6/17/2010,MANHEIM,2005,5,CHRYSLER,PACIFICA FWD,Tou,4D SPORT,BLUE,AUTO,1,Alloy,83937,AMERICAN,CROSSOVER,CHRYSLER,5481,NULL,NULL,8655,77061,TX,7930,0,1503
65290,0,6/17/2010,MANHEIM,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,PURPLE,AUTO,2,Covers,66356,AMERICAN,COMPACT,GM,4856,NULL,NULL,8655,77061,TX,5680,0,728
65297,0,6/22/2010,MANHEIM,2004,6,PONTIAC,GRAND AM V6,SE,4D SEDAN SE1,RED,AUTO,1,Alloy,92207,AMERICAN,MEDIUM,GM,3068,NULL,NULL,20207,77061,TX,4695,0,2639
65318,0,9/23/2010,MANHEIM,2006,4,JEEP,GRAND CHEROKEE 2WD V,Lar,4D WAGON LAREDO,BLACK,AUTO,1,Alloy,86467,AMERICAN,MEDIUM SUV,CHRYSLER,9551,NULL,NULL,52644,77061,TX,9210,0,1893
65325,0,9/23/2010,MANHEIM,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,BLUE,AUTO,2,Covers,63391,AMERICAN,MEDIUM,CHRYSLER,6925,NULL,NULL,52644,77061,TX,7830,0,1020
65326,0,9/27/2010,MANHEIM,2005,5,FORD,EXPLORER 2WD V6,XLS,4D SUV 4.0L SPORT TRAC,RED,AUTO,1,Alloy,76669,AMERICAN,MEDIUM SUV,FORD,8312,NULL,NULL,10430,77061,TX,9425,1,1155
65333,0,9/28/2010,MANHEIM,2007,3,TOYOTA,CAMRY 4C,LE,4D SEDAN LE,GREY,AUTO,2,Covers,68870,TOP LINE ASIAN,MEDIUM,OTHER,10907,NULL,NULL,22808,77061,TX,10445,0,533
65359,0,9/30/2010,MANHEIM,2007,3,DODGE,1500 RAM PICKUP 2WD,Lar,QUAD CAB 5.7L,WHITE,AUTO,1,Alloy,92835,AMERICAN,LARGE TRUCK,CHRYSLER,13980,NULL,NULL,22808,77061,TX,10345,0,1053
65369,0,10/5/2010,MANHEIM,2006,4,VOLKSWAGEN,BEETLE,,2D COUPE,BLACK,AUTO,1,Alloy,77380,OTHER,COMPACT,OTHER,7042,NULL,NULL,52644,77061,TX,6545,0,1272
65384,0,10/12/2010,MANHEIM,2008,2,SATURN,AURA V6,XE,4D SEDAN XE,SILVER,AUTO,2,Covers,73462,AMERICAN,MEDIUM,GM,9418,NULL,NULL,52644,77061,TX,8660,0,1272
65385,0,10/12/2010,MANHEIM,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,SILVER,AUTO,2,Covers,88451,AMERICAN,LARGE,GM,7829,NULL,NULL,52644,77061,TX,8560,0,2152
65388,0,10/14/2010,MANHEIM,2005,5,JEEP,LIBERTY 4WD V6,Spo,4D SUV,GOLD,AUTO,1,Alloy,86670,AMERICAN,SMALL SUV,CHRYSLER,6942,NULL,NULL,18822,77061,TX,6780,0,983
65404,0,10/19/2010,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,SILVER,AUTO,2,Covers,84248,AMERICAN,LARGE,GM,7532,NULL,NULL,19662,77061,TX,7860,0,2152
65418,0,10/28/2010,MANHEIM,2004,6,MAZDA,MAZDA3,s,4D SEDAN I,GREY,AUTO,1,Alloy,94796,OTHER ASIAN,MEDIUM,OTHER,5175,NO,GREEN,18822,77061,TX,5680,0,1197
65420,0,10/28/2010,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,SILVER,AUTO,2,Covers,84344,AMERICAN,LARGE,GM,6814,NULL,NULL,52644,77061,TX,8395,0,2152
65424,0,10/28/2010,MANHEIM,2007,3,FORD,ESCAPE 4WD V6,Lim,4D CUV 3.0L LIMITED,BLACK,AUTO,1,Alloy,85611,AMERICAN,SMALL SUV,FORD,12162,NULL,NULL,18822,77061,TX,9245,0,1503
65425,0,10/28/2010,MANHEIM,2007,3,TOYOTA,COROLLA,CE,4D SEDAN CE,BEIGE,MANUAL,2,Covers,54750,TOP LINE ASIAN,COMPACT,OTHER,6936,NULL,NULL,52644,77061,TX,7395,0,505
65426,1,10/28/2010,MANHEIM,2006,4,JEEP,COMMANDER 4WD V6,Bas,4D WAGON,RED,AUTO,1,Alloy,66805,AMERICAN,LARGE SUV,CHRYSLER,10686,NULL,NULL,52644,77061,TX,10510,0,1606
65444,0,11/4/2010,MANHEIM,2006,4,FORD,FOCUS,ZXW,4D WAGON SE,WHITE,MANUAL,1,Alloy,97857,AMERICAN,COMPACT,FORD,4793,NO,GREEN,19662,77061,TX,3985,0,1341
65445,0,11/4/2010,MANHEIM,2004,6,SATURN,ION,2,4D SEDAN LEVEL 2,BLACK,AUTO,2,Covers,52055,AMERICAN,MEDIUM,GM,3270,NULL,NULL,19662,77061,TX,4860,0,671
65447,0,11/9/2010,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,SILVER,AUTO,2,Covers,74952,AMERICAN,LARGE,GM,8440,NO,GREEN,52644,77061,TX,8260,0,1974
65462,0,6/3/2009,MANHEIM,2006,3,DODGE,MAGNUM V6 2.7L V6 MP,SE,WAGON 2.7L,WHITE,AUTO,1,Alloy,71804,AMERICAN,SPECIALTY,CHRYSLER,7450,NULL,NULL,3453,84087,UT,8780,0,1389
65479,0,6/24/2009,MANHEIM,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,SILVER,AUTO,2,Covers,62738,AMERICAN,LARGE,GM,6858,NULL,NULL,3453,84087,UT,6495,0,1703
65495,0,7/22/2009,MANHEIM,2004,5,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,WHITE,AUTO,2,Covers,77989,AMERICAN,LARGE,GM,3761,NULL,NULL,3453,84087,UT,4995,0,1974
65501,0,8/12/2009,MANHEIM,2006,3,DODGE,MAGNUM V6 2.7L V6 MP,SE,WAGON 2.7L,WHITE,AUTO,2,Covers,46964,AMERICAN,SPECIALTY,CHRYSLER,7284,NULL,NULL,99740,84087,UT,8980,0,975
65516,0,8/26/2009,MANHEIM,2006,3,CHRYSLER,TOWN & COUNTRY 2WD V,Bas,MINIVAN 3.3L,WHITE,AUTO,2,Covers,89181,AMERICAN,VAN,CHRYSLER,7346,NULL,NULL,99740,84087,UT,5965,0,1763
65520,0,9/2/2009,MANHEIM,2007,2,CHRYSLER,PACIFICA AWD 4.0L V6,Bas,4D SPORT,SILVER,AUTO,1,Alloy,84380,AMERICAN,CROSSOVER,CHRYSLER,10776,NULL,NULL,3453,84087,UT,8260,0,2022
65523,0,9/2/2009,MANHEIM,2006,3,NISSAN,TITAN PICKUP 2WD V8,LE,EXT CAB 5.6L SE,BLACK,AUTO,1,Alloy,69180,TOP LINE ASIAN,LARGE TRUCK,OTHER,14400,NULL,NULL,3453,84087,UT,10350,0,1118
65525,0,9/9/2009,MANHEIM,2008,1,DODGE,MAGNUM V6 2.7L V6 MP,Bas,WAGON 2.7L,SILVER,AUTO,2,Covers,61479,AMERICAN,SPECIALTY,CHRYSLER,11303,NULL,NULL,99740,84087,UT,9400,0,1215
65528,0,9/16/2009,MANHEIM,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,WHITE,AUTO,2,Covers,66455,AMERICAN,MEDIUM,CHRYSLER,8568,NULL,NULL,3453,84087,UT,7630,0,1020
65531,0,9/16/2009,MANHEIM,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,SILVER,AUTO,2,Covers,61510,AMERICAN,MEDIUM,CHRYSLER,7781,NULL,NULL,3453,84087,UT,7630,0,1020
65540,0,9/16/2009,MANHEIM,2005,4,DODGE,DURANGO 4WD V8 5.7L,SLT,4D SUV 5.7L SLT,GOLD,AUTO,1,Alloy,77634,AMERICAN,MEDIUM SUV,CHRYSLER,8988,NULL,NULL,3453,84087,UT,10250,0,1623
65551,1,9/30/2009,MANHEIM,2007,2,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,WHITE,AUTO,2,Covers,63039,AMERICAN,MEDIUM,CHRYSLER,5471,NULL,NULL,99740,84087,UT,5565,0,1215
65561,0,10/14/2009,MANHEIM,2006,3,CHEVROLET,HHR 2.2L I4 MPI,LT,4D SUV 2.2L LT,SILVER,AUTO,1,Alloy,77679,AMERICAN,MEDIUM,GM,6614,NULL,NULL,3453,84087,UT,6045,0,803
65565,0,10/14/2009,MANHEIM,2006,3,CHEVROLET,UPLANDER FWD V6 3.5L,LS,PASSENGER EXT 3.5L,WHITE,AUTO,1,Alloy,95623,AMERICAN,VAN,GM,7749,NULL,NULL,3453,84087,UT,5315,0,2495
65570,0,10/28/2009,MANHEIM,2003,6,CHEVROLET,AVALANCHE 1500 2WD V,150,4D SUV-PICKUP 5.3L,WHITE,AUTO,1,Alloy,83603,AMERICAN,LARGE TRUCK,GM,8678,NULL,NULL,3453,84087,UT,9700,0,1673
65572,0,10/28/2009,MANHEIM,2002,7,NISSAN,SENTRA 1.8L I4 EFI,XE,4D SEDAN,BLUE,MANUAL,2,Covers,84102,TOP LINE ASIAN,COMPACT,OTHER,2628,NULL,NULL,3453,84087,UT,3680,0,894
65594,0,11/17/2010,MANHEIM,2005,5,PONTIAC,SUNFIRE,,2D COUPE SE,SILVER,AUTO,2,Covers,85380,AMERICAN,COMPACT,GM,3540,NULL,NULL,21047,84087,UT,3470,0,1243
65620,0,4/9/2009,OTHER,2008,1,DODGE,CALIBER,SE,4D WAGON,WHITE,AUTO,2,Covers,48511,AMERICAN,MEDIUM,CHRYSLER,7257,NULL,NULL,8172,74135,OK,6800,0,693
65622,0,4/9/2009,OTHER,2008,1,DODGE,CALIBER,SE,4D WAGON,BLACK,AUTO,2,Covers,43102,AMERICAN,MEDIUM,CHRYSLER,7257,NULL,NULL,99761,74135,OK,6800,0,693
65631,0,2/5/2009,MANHEIM,2004,5,FORD,EXPLORER 4WD V6 4.0L,XLT,4D SUV 4.0L FFV XLT,BLUE,AUTO,1,Alloy,78947,AMERICAN,MEDIUM SUV,FORD,6682,NULL,NULL,19619,33411,FL,7030,0,1740
65632,0,2/5/2009,MANHEIM,2006,3,CHRYSLER,TOWN & COUNTRY 2WD V,LX,MINIVAN 3.3L,SILVER,AUTO,2,Covers,76123,AMERICAN,VAN,CHRYSLER,6916,NULL,NULL,19619,33411,FL,5465,0,1623
65634,0,2/12/2009,MANHEIM,2004,5,FORD,FREESTAR FWD V6 3.9L,SES,4D PASSENGER 3.9L SES,RED,AUTO,1,Alloy,75276,AMERICAN,VAN,FORD,4272,NULL,NULL,21973,33411,FL,5110,0,1506
65644,0,2/19/2009,MANHEIM,2005,4,KIA,OPTIMA V6 MFI V6 2.7,EX,4D SEDAN EX,WHITE,AUTO,1,Alloy,45414,OTHER ASIAN,MEDIUM,OTHER,3139,NULL,NULL,19619,33411,FL,5930,0,623
65646,1,2/19/2009,MANHEIM,2004,5,FORD,ESCAPE 4WD V6,Lim,4D CUV 3.0L LIMITED,GREEN,AUTO,1,Alloy,62810,AMERICAN,SMALL SUV,FORD,6987,NULL,NULL,19619,33411,FL,7745,0,1215
65676,0,4/2/2009,MANHEIM,2004,5,MAZDA,MAZDA6 2.3L I4 MPI,i,4D SEDAN I,BLUE,AUTO,1,Alloy,43332,OTHER ASIAN,MEDIUM,OTHER,4794,NULL,NULL,20928,33411,FL,7030,0,905
65682,0,4/9/2009,MANHEIM,2004,5,PONTIAC,VIBE 1.8L I4 MPI,Bas,4D WAGON,SILVER,AUTO,2,Covers,70659,AMERICAN,MEDIUM,GM,5490,NULL,NULL,20928,33411,FL,6530,0,569
65684,1,4/9/2009,MANHEIM,2001,8,DODGE,DURANGO 4WD V8 4.7L,SLT,4D SUV 4.7L,GOLD,AUTO,1,Alloy,51924,AMERICAN,MEDIUM SUV,CHRYSLER,3267,NULL,NULL,20928,33411,FL,5530,0,1551
65686,1,4/23/2009,MANHEIM,2005,4,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,GOLD,AUTO,1,Alloy,64692,AMERICAN,VAN,CHRYSLER,6002,NULL,NULL,19619,33411,FL,6430,0,1411
65690,0,4/23/2009,MANHEIM,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN SXT,BLUE,AUTO,1,Alloy,74351,AMERICAN,MEDIUM,CHRYSLER,4793,NULL,NULL,19619,33411,FL,4745,0,1155
65697,0,4/30/2009,MANHEIM,2004,5,CHEVROLET,AVEO 1.6L I-4 MPI DO,LS,4D SEDAN,ORANGE,AUTO,1,Alloy,63142,AMERICAN,COMPACT,GM,2886,NULL,NULL,20928,33411,FL,5330,0,728
65713,0,12/17/2009,MANHEIM,2004,5,FORD,ESCAPE 2WD V6,XLT,4D CUV 3.0L XLT,RED,AUTO,1,Alloy,68979,AMERICAN,SMALL SUV,FORD,5709,NULL,NULL,20928,33411,FL,7345,0,825
65718,0,1/28/2010,MANHEIM,2004,6,MITSUBISHI,ENDEAVOR FWD,Lim,4D SPORT UTILITY LIMITED,WHITE,AUTO,1,Alloy,78596,OTHER ASIAN,MEDIUM SUV,OTHER,7312,NULL,NULL,19619,33411,FL,8255,0,569
65729,0,2/4/2010,MANHEIM,2001,9,NISSAN,XTERRA 2WD V6,SE,4D SPORT UTILITY,BLACK,AUTO,1,Alloy,83768,TOP LINE ASIAN,MEDIUM SUV,OTHER,4457,NULL,NULL,20928,33411,FL,6735,0,894
65732,0,2/4/2010,MANHEIM,2002,8,FORD,FOCUS,ZTS,4D SEDAN ZTS,SILVER,AUTO,NULL,NULL,79992,AMERICAN,COMPACT,FORD,2360,NULL,NULL,20928,33411,FL,5000,0,1455
65751,0,2/25/2010,MANHEIM,2006,4,SATURN,ION,2,4D SEDAN LEVEL 2,BLACK,AUTO,2,Covers,74577,AMERICAN,MEDIUM,GM,5677,NULL,NULL,20928,33411,FL,6035,0,803
65753,1,2/25/2010,MANHEIM,2002,8,NISSAN,XTERRA 2WD V6,SE,4D SPORT UTILITY SE,BROWN,AUTO,1,Alloy,87349,TOP LINE ASIAN,MEDIUM SUV,OTHER,5777,NULL,NULL,20928,33411,FL,7555,0,894
65764,0,3/11/2010,MANHEIM,2004,6,KIA,OPTIMA V6,EX,4D SEDAN EX,BLACK,AUTO,1,Alloy,76965,OTHER ASIAN,MEDIUM,OTHER,3460,NULL,NULL,20928,33411,FL,5835,0,803
65778,0,3/25/2010,MANHEIM,2006,4,HYUNDAI,SONATA 4C,GL,4D SEDAN GLS,BLUE,AUTO,2,Covers,54705,OTHER ASIAN,MEDIUM,OTHER,6073,NULL,NULL,19619,33411,FL,8255,0,671
65790,0,4/1/2010,MANHEIM,2003,7,DODGE,DURANGO 2WD V8,Spo,4D SUV 4.7L,BLACK,AUTO,1,Alloy,59994,AMERICAN,MEDIUM SUV,CHRYSLER,3743,NULL,NULL,21973,33411,FL,7035,0,1386
65798,0,4/8/2010,MANHEIM,2004,6,FORD,FOCUS,SE,4D SEDAN SE,GOLD,AUTO,2,Covers,78584,AMERICAN,COMPACT,FORD,3093,NULL,NULL,21973,33411,FL,5115,0,1155
65804,1,4/15/2010,MANHEIM,2003,7,FORD,WINDSTAR FWD V6,LX,PASSENGER 3.8L,WHITE,AUTO,2,Covers,69425,AMERICAN,VAN,FORD,2703,NULL,NULL,19619,33411,FL,5015,0,1906
65808,0,4/22/2010,MANHEIM,2005,5,SATURN,VUE 2WD 4C,,4D CUV 2.2L,RED,AUTO,1,Alloy,45441,AMERICAN,MEDIUM SUV,GM,4844,NULL,NULL,20928,33411,FL,8055,0,1116
65811,0,4/22/2010,MANHEIM,2006,4,HYUNDAI,ELANTRA,GLS,4D SEDAN,SILVER,AUTO,2,Covers,58342,OTHER ASIAN,MEDIUM,OTHER,5025,NULL,NULL,20928,33411,FL,6335,0,505
65828,1,5/6/2010,MANHEIM,2007,3,FORD,FOCUS,ZX4,4D SEDAN SE,SILVER,AUTO,1,Alloy,52413,AMERICAN,COMPACT,FORD,6222,NULL,NULL,19619,33411,FL,5015,0,920
65835,0,2/26/2009,ADESA,2004,5,FORD,ESCAPE 2WD V6 3.0L V,XLS,4D CUV 3.0L XLS,GREEN,AUTO,1,Alloy,82652,AMERICAN,SMALL SUV,FORD,4962,NULL,NULL,18880,28273,NC,6535,0,983
65850,0,2/26/2009,ADESA,2001,8,BUICK,LE SABRE Unspecified,Lim,4D SEDAN LIMITED,MAROON,AUTO,1,Alloy,70059,AMERICAN,LARGE,GM,4259,NULL,NULL,18880,28273,NC,6155,0,2508
65851,0,2/26/2009,ADESA,2006,3,HYUNDAI,ELANTRA MFI I-4 2.0L,GLS,4D SEDAN,BLUE,AUTO,2,Covers,33337,OTHER ASIAN,MEDIUM,OTHER,4909,NULL,NULL,18880,28273,NC,5265,0,462
65852,1,2/26/2009,ADESA,2003,6,CHEVROLET,TRAILBLAZER EXT 2WD,LS,4D SUV 5.3L LT,BLUE,AUTO,NULL,NULL,60763,AMERICAN,MEDIUM SUV,GM,5140,NULL,NULL,17675,28273,NC,7645,0,2441
65857,0,3/5/2009,ADESA,2004,5,GMC,YUKON 2WD V8 4.8L V8,SLE,4D UTILITY 4.8L SLE,WHITE,AUTO,1,Alloy,88664,AMERICAN,LARGE SUV,GM,9605,NULL,NULL,17675,28273,NC,9275,0,1763
65868,0,3/5/2009,ADESA,2006,3,GMC,1500 SIERRA PICKUP 2,SLE,EXT CAB 4.3L SLE,WHITE,AUTO,1,Alloy,72164,AMERICAN,LARGE TRUCK,GM,6436,NULL,NULL,18880,28273,NC,7430,0,1272
65872,0,3/5/2009,ADESA,2007,2,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,GOLD,AUTO,2,Covers,43650,OTHER ASIAN,MEDIUM,OTHER,5895,NULL,NULL,18880,28273,NC,5665,0,482
65881,0,3/5/2009,ADESA,2003,6,PONTIAC,GRAND AM V6 3.4L V6,SE,4D SEDAN SE1,SILVER,AUTO,1,Alloy,78700,AMERICAN,MEDIUM,GM,3006,NULL,NULL,18880,28273,NC,4920,0,2508
65885,0,3/5/2009,ADESA,2003,6,TOYOTA,CAMRY 4C 2.4L I-4 EF,LE,4D SEDAN LE,GOLD,AUTO,1,Alloy,71467,TOP LINE ASIAN,MEDIUM,OTHER,7951,NULL,NULL,17675,28273,NC,6940,0,869
65888,0,3/12/2009,ADESA,2005,4,HYUNDAI,ELANTRA 2.0L I4 MPI,GLS,4D SEDAN,BLUE,AUTO,2,Covers,73830,OTHER ASIAN,MEDIUM,OTHER,4235,NULL,NULL,17675,28273,NC,4005,0,569
65889,0,3/12/2009,ADESA,2004,5,CHEVROLET,CAVALIER 4C 2.2L I4,Bas,4D SEDAN,RED,AUTO,2,Covers,83529,AMERICAN,COMPACT,GM,3259,NULL,NULL,17675,28273,NC,3395,0,1243
65895,1,3/12/2009,ADESA,2003,6,FORD,WINDSTAR FWD V6 3.8L,SE,4D PASSENGER 3.8L SE,WHITE,AUTO,NULL,NULL,84088,AMERICAN,VAN,FORD,3228,NULL,NULL,17675,28273,NC,3805,0,2322
65913,0,3/26/2009,ADESA,2005,4,CHEVROLET,TRAILBLAZER 2WD 6C 4,LS,4D SUV 4.2L,GREY,AUTO,1,Alloy,76108,AMERICAN,MEDIUM SUV,GM,4316,NULL,NULL,19619,28273,NC,8470,0,1155
65917,0,3/26/2009,ADESA,2006,3,CHRYSLER,TOWN & COUNTRY 2WD V,LX,MINIVAN 3.3L,RED,AUTO,2,Covers,76869,AMERICAN,VAN,CHRYSLER,6320,NULL,NULL,17675,28273,NC,5625,0,1623
65919,0,3/26/2009,ADESA,2005,4,CHEVROLET,MALIBU MAXX V6 3.5L,LS,4D SEDAN LS,BLUE,AUTO,1,Alloy,60731,AMERICAN,MEDIUM,GM,5963,NULL,NULL,19619,28273,NC,6020,0,1118
65927,0,4/2/2009,ADESA,2006,3,KIA,SORENTO 4WD 3.5L V6,EX,4D SPORT UTILITY EX,SILVER,AUTO,1,Alloy,79615,OTHER ASIAN,MEDIUM SUV,OTHER,8613,NULL,NULL,17675,28273,NC,7245,0,1857
65955,0,4/16/2009,ADESA,2005,4,DODGE,STRATUS 4C 2.4L I4 M,SXT,4D SEDAN,GREEN,AUTO,2,Covers,72895,AMERICAN,MEDIUM,CHRYSLER,3963,NULL,NULL,17675,28273,NC,4105,0,1155
65957,0,4/16/2009,ADESA,2005,4,GMC,ENVOY XL 2WD 6C 4.2L,SLE,4D UTILITY 4.2L SLE,WHITE,AUTO,1,Alloy,80010,AMERICAN,MEDIUM SUV,GM,10368,NULL,NULL,21973,28273,NC,8755,0,1243
65959,0,4/16/2009,ADESA,2005,4,CHRYSLER,TOWN & COUNTRY FWD V,Bas,MINIVAN 3.3L,SILVER,AUTO,2,Covers,76811,AMERICAN,VAN,CHRYSLER,5033,NULL,NULL,17675,28273,NC,4415,0,1623
65970,0,4/23/2009,ADESA,2004,5,DODGE,DURANGO 4WD V8 5.7L,Lim,4D SUV 5.7L,RED,AUTO,1,Alloy,72264,AMERICAN,MEDIUM SUV,CHRYSLER,8611,NULL,NULL,17675,28273,NC,9455,0,1623
65992,0,4/30/2009,ADESA,2005,4,FORD,F150 PICKUP 2WD V8 4,STX,EXT CAB 4.6L STX,RED,AUTO,1,Alloy,86080,AMERICAN,LARGE TRUCK,FORD,7457,NULL,NULL,19619,28273,NC,9155,0,853
66032,0,5/21/2009,ADESA,2006,3,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN,GOLD,AUTO,2,Covers,67299,OTHER ASIAN,MEDIUM,OTHER,4575,NULL,NULL,17675,28273,NC,5425,0,533
66039,0,5/21/2009,ADESA,2007,2,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,GOLD,AUTO,1,Alloy,56655,OTHER ASIAN,MEDIUM,OTHER,5543,NULL,NULL,17675,28273,NC,5225,0,505
66040,0,5/21/2009,ADESA,2007,2,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,BLACK,AUTO,1,Alloy,66463,OTHER ASIAN,MEDIUM,OTHER,5543,NULL,NULL,20740,28273,NC,5120,0,533
66050,0,5/28/2009,ADESA,2005,4,CHEVROLET,TRAILBLAZER 2WD 6C 4,LS,4D SUV 4.2L,RED,AUTO,1,Alloy,78298,AMERICAN,MEDIUM SUV,GM,7875,NULL,NULL,18880,28273,NC,8150,0,1155
66075,1,6/4/2009,ADESA,2002,7,JEEP,LIBERTY 4WD V6 3.7L,Spo,4D SUV SPORT,BLUE,AUTO,1,Alloy,78352,AMERICAN,SMALL SUV,CHRYSLER,5545,NULL,NULL,18111,28273,NC,6335,0,1220
